customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,brand,product_line,product_class,product_size,list_price,standard_cost,Profit,address,state,country,Age,
2639,Mufi,O'Kielt,Female,70,7/3/1986,Geologist IV,Entertainment,Mass Customer,N,Yes,10,Giant Bicycles,Road,medium,medium,$792.90,$594.68,$198.22,34 Arrowood Pass,NSW,Australia,31,
3294,Juditha,Leidl,Female,90,6/26/1986,Director of Sales,Manufacturing,Affluent Customer,N,No,6,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,$709.34,30 Bay Hill,NSW,Australia,31,
2507,Alysa,Galilee,Female,77,6/25/1986,Biostatistician III,Health,Affluent Customer,N,Yes,8,Norco Bicycles,Road,medium,medium,$543.39,$407.54,$135.85,56709 Petterle Street,NSW,Australia,31,
3948,Roberto,Beinke,Male,44,6/22/1986,Occupational Therapist,Health,Mass Customer,N,No,13,OHM Cycles,Road,medium,medium,$742.54,$667.40,$75.14,59265 Sullivan Junction,VIC,Australia,31,
2328,Gayler,Shackle,Male,63,6/3/1986,Dental Hygienist,Health,Mass Customer,N,Yes,8,Norco Bicycles,Road,high,large,$774.53,$464.72,$309.81,54 Annamark Place,NSW,Australia,31,
3268,Estelle,Sam,Female,93,5/31/1986,General Manager,Manufacturing,Mass Customer,N,No,20,Giant Bicycles,Touring,medium,large,"$1,873.97",$863.95,"$1,010.02",2 Michigan Parkway,VIC,Australia,31,
2900,Cyrille,Figliovanni,Male,29,5/30/1986,Occupational Therapist,Health,Mass Customer,N,Yes,18,Solex,Road,medium,medium,$416.98,$312.74,$104.24,707 Spaight Place,NSW,Australia,31,
1474,Farley,Rosen,Male,54,5/27/1986,Structural Analysis Engineer,Health,Mass Customer,N,Yes,21,Solex,Standard,medium,medium,"$1,151.96",$649.49,$502.47,698 Lunder Point,NSW,Australia,31,
1733,Gothart,Coomer,Male,10,5/26/1986,Associate Professor,Financial Services,High Net Worth,N,No,20,Solex,Standard,high,medium,$748.17,$448.90,$299.27,49503 Sachtjen Circle,QLD,Australia,31,
228,Lucia,Pickervance,Female,59,5/25/1986,Systems Administrator II,Manufacturing,High Net Worth,N,No,12,Trek Bicycles,Standard,medium,large,"$1,469.44",$596.55,$872.89,6 Rockefeller Pass,VIC,Australia,31,
2806,Thorndike,Glossop,Male,60,5/18/1986,Programmer Analyst II,Manufacturing,Mass Customer,N,Yes,3,OHM Cycles,Standard,high,medium,"$2,005.66","$1,203.40",$802.26,4870 Shelley Alley,VIC,Australia,31,
1341,Parry,Rigolle,Male,65,5/18/1986,Computer Systems Analyst I,Financial Services,Affluent Customer,N,No,15,Solex,Standard,medium,medium,"$1,945.43",$333.18,"$1,612.25",75581 Express Center,QLD,Australia,31,
1256,Granny,Lukes,Male,8,5/11/1986,Food Chemist,Health,High Net Worth,N,No,9,Trek Bicycles,Road,low,small,"$1,720.70","$1,531.42",$189.28,996 Morning Parkway,NSW,Australia,31,
3339,Andrea,Rand,Male,76,5/8/1986,Programmer Analyst III,Health,Mass Customer,N,No,21,OHM Cycles,Standard,medium,medium,"$1,636.90",$44.71,"$1,592.19",09 Pierstorff Point,QLD,Australia,31,
3497,Thia,O'Day,Female,73,5/3/1986,Administrative Assistant IV,Manufacturing,Affluent Customer,N,Yes,18,Norco Bicycles,Standard,high,small,"$1,661.92","$1,479.11",$182.81,248 Bartillon Plaza,QLD,Australia,31,
2882,Claudia,Doog,Female,62,4/26/1986,Chief Design Engineer,Manufacturing,Mass Customer,N,No,9,OHM Cycles,Standard,medium,medium,$912.52,$141.40,$771.12,6 Briar Crest Court,NSW,Australia,31,
910,Lewes,Foulcher,Male,50,4/26/1986,Biostatistician I,Financial Services,Mass Customer,N,No,14,Giant Bicycles,Standard,medium,large,"$1,765.30",$709.48,"$1,055.82",50 2nd Center,VIC,Australia,31,
3496,Danya,Burnyeat,Male,99,4/25/1986,Editor,Manufacturing,Mass Customer,N,Yes,19,WeareA2B,Standard,medium,medium,"$1,992.93",$762.63,"$1,230.30",780 Carberry Place,VIC,Australia,31,
2933,Ralf,Presidey,Male,61,4/19/1986,Administrative Officer,Retail,Affluent Customer,N,Yes,6,Trek Bicycles,Standard,high,medium,$495.72,$297.43,$198.29,89 Anhalt Park,NSW,Australia,31,
3271,Daisi,Philip,Female,21,4/18/1986,Chief Design Engineer,Property,High Net Worth,N,Yes,16,Solex,Standard,medium,medium,"$1,945.43",$333.18,"$1,612.25",726 Warrior Center,NSW,Australia,31,
583,Tirrell,Haysham,Male,97,4/14/1986,Registered Nurse,Health,Mass Customer,N,No,4,OHM Cycles,Standard,low,medium,"$1,793.43",$248.82,"$1,544.61",84 Westridge Hill,NSW,Australia,31,
284,Seth,Moorman,Male,38,4/11/1986,Financial Analyst,Financial Services,High Net Worth,N,Yes,9,Norco Bicycles,Standard,medium,small,$586.45,$521.94,$64.51,07 Miller Pass,NSW,Australia,31,
2934,Candida,Hickenbottom,Female,26,4/8/1986,Media Manager III,Telecommunications,Mass Customer,N,Yes,9,OHM Cycles,Standard,medium,medium,"$1,636.90",$44.71,"$1,592.19",267 Lukken Park,VIC,Australia,31,
3425,Alister,De la Yglesia,Male,32,4/5/1986,GIS Technical Architect,Manufacturing,Mass Customer,N,Yes,12,Giant Bicycles,Standard,medium,small,"$1,311.44","$1,167.18",$144.26,32 Cody Place,QLD,Australia,31,
3087,Gerry,Scatcher,Male,64,4/2/1986,Social Worker,Health,Mass Customer,N,No,9,WeareA2B,Touring,medium,large,"$1,890.39",$260.14,"$1,630.25",0 Blaine Point,VIC,Australia,31,
2359,Merlina,Bream,Female,80,3/25/1986,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,7,Norco Bicycles,Standard,medium,medium,"$1,555.58",$818.01,$737.57,5982 Mosinee Avenue,VIC,Australia,31,
1556,Bartram,Brownstein,Male,30,3/25/1986,Web Developer III,Manufacturing,Mass Customer,N,Yes,6,Giant Bicycles,Road,medium,medium,$792.90,$594.68,$198.22,24044 Bonner Hill,VIC,Australia,31,
1241,Lolly,Junkison,Female,23,3/22/1986,Pharmacist,Health,Affluent Customer,N,Yes,11,WeareA2B,Standard,medium,medium,$752.64,$205.36,$547.28,9 Logan Drive,VIC,Australia,31,
3572,Willis,Tilston,Male,54,3/21/1986,Sales Representative,Retail,Affluent Customer,N,Yes,2,Trek Bicycles,Road,medium,medium,$533.51,$400.13,$133.38,3 Myrtle Terrace,QLD,Australia,31,
2436,Jaymie,Wellesley,Male,37,3/21/1986,Help Desk Technician,IT,Mass Customer,N,No,4,WeareA2B,Standard,medium,medium,$60.34,$45.26,$15.08,648 Rigney Pass,NSW,Australia,31,
947,Hyacinth,Naldrett,Female,43,3/10/1986,Pharmacist,Health,Mass Customer,N,No,10,WeareA2B,Standard,medium,medium,"$1,228.07",$400.91,$827.16,6395 Anthes Hill,QLD,Australia,31,
2056,Cristin,Smoughton,Female,65,3/4/1986,Biostatistician IV,Property,High Net Worth,N,No,22,Solex,Standard,medium,large,$202.62,$151.96,$50.66,1816 Monument Park,VIC,Australia,31,
802,Ailyn,Carberry,Female,50,2/20/1986,Financial Analyst,Financial Services,Mass Customer,N,No,3,Giant Bicycles,Standard,medium,large,"$1,765.30",$709.48,"$1,055.82",095 Prairieview Circle,VIC,Australia,31,
1313,Hughie,Laboune,Male,59,2/9/1986,Analyst Programmer,Property,Mass Customer,N,No,22,Trek Bicycles,Road,medium,medium,$290.62,$215.14,$75.48,5 Carioca Pass,NSW,Australia,31,
3256,Collen,Kew,Female,76,2/6/1986,Professor,Financial Services,Affluent Customer,N,No,6,Norco Bicycles,Mountain,low,small,$688.63,$612.88,$75.75,6837 West Pass,QLD,Australia,31,
3884,Sibley,Thirlwall,Female,69,2/6/1986,Web Designer II,Manufacturing,High Net Worth,N,Yes,18,WeareA2B,Standard,medium,medium,"$1,769.64",$108.76,"$1,660.88",440 Shasta Crossing,NSW,Australia,31,
3019,Alonso,Ceyssen,Male,98,2/2/1986,Community Outreach Specialist,Manufacturing,Affluent Customer,N,Yes,14,WeareA2B,Standard,medium,medium,"$1,065.03",$230.09,$834.94,3 Sutteridge Park,QLD,Australia,31,
1052,Dela,Flannigan,Female,31,2/2/1986,Junior Executive,Financial Services,High Net Worth,N,No,3,Giant Bicycles,Standard,medium,large,$569.56,$528.43,$41.13,6382 Bayside Street,NSW,Australia,31,
1193,Quintus,Whear,Male,58,1/21/1986,Safety Technician I,Retail,High Net Worth,N,No,5,WeareA2B,Standard,medium,small,"$1,415.01","$1,259.36",$155.65,6988 Waxwing Hill,QLD,Australia,31,
2814,Mandel,Hellyar,Male,42,1/18/1986,Junior Executive,Property,High Net Worth,N,Yes,18,OHM Cycles,Road,high,large,$12.01,$7.21,$4.80,3 Porter Center,NSW,Australia,31,
2672,Talbert,Folliss,Male,21,1/16/1986,Clinical Specialist,Health,Affluent Customer,N,No,4,WeareA2B,Standard,medium,medium,"$1,228.07",$400.91,$827.16,1 Cottonwood Street,VIC,Australia,31,
2649,Merwyn,MacPhail,Male,7,1/16/1986,Dental Hygienist,Health,Affluent Customer,N,Yes,20,OHM Cycles,Road,high,large,$12.01,$7.21,$4.80,978 Valley Edge Park,NSW,Australia,31,
3164,Hortensia,Rainger,Female,53,1/14/1986,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14,Solex,Standard,medium,medium,"$1,151.96",$649.49,$502.47,6563 Susan Pass,VIC,Australia,31,
2459,Jeanna,Naulls,Female,67,1/10/1986,Quality Engineer,Manufacturing,High Net Worth,N,No,18,Trek Bicycles,Road,low,medium,$980.37,$234.43,$745.94,16 Monument Place,QLD,Australia,31,
3594,Gustavo,Juschka,Male,45,1/4/1986,Marketing Assistant,Manufacturing,Mass Customer,N,No,18,WeareA2B,Standard,medium,medium,"$1,231.15",$161.60,"$1,069.55",77 Acker Alley,VIC,Australia,31,
1996,Filmer,Furby,Male,4,12/29/1985,Structural Engineer,Manufacturing,Mass Customer,N,No,4,OHM Cycles,Standard,medium,medium,"$1,636.90",$44.71,"$1,592.19",32 Dennis Hill,NSW,Australia,32,
155,Orran,Bogges,Male,4,12/28/1985,Quality Engineer,Manufacturing,Mass Customer,N,No,10,Norco Bicycles,Standard,high,medium,"$1,148.64",$689.18,$459.46,19220 Evergreen Crossing,VIC,Australia,32,
2694,Teddi,De la Yglesias,Female,48,12/28/1985,Quality Engineer,Retail,Mass Customer,N,No,6,WeareA2B,Touring,medium,large,"$1,890.39",$260.14,"$1,630.25",04 Namekagon Pass,NSW,Australia,32,
1586,Madelena,Risson,Female,47,12/27/1985,Physical Therapy Assistant,Manufacturing,High Net Worth,N,No,15,Giant Bicycles,Standard,medium,medium,$642.70,$211.37,$431.33,45613 Meadow Valley Center,VIC,Australia,32,
37,Laurie,Dwerryhouse,Female,46,12/22/1985,Social Worker,Health,High Net Worth,N,No,16,WeareA2B,Standard,medium,medium,"$1,292.84",$13.44,"$1,279.40",36 Helena Drive,QLD,Australia,32,
1730,Tildi,Kirkup,Female,29,12/21/1985,Senior Financial Analyst,Financial Services,Mass Customer,N,No,20,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,$709.34,7530 Sutteridge Hill,VIC,Australia,32,
3833,Jamie,Staziker,Female,88,12/10/1985,Account Coordinator,Manufacturing,Mass Customer,N,No,16,Solex,Standard,medium,medium,"$1,163.89",$589.27,$574.62,37 Roth Place,NSW,Australia,32,
3863,Virgilio,Haverty,Male,30,12/6/1985,Quality Control Specialist,Retail,High Net Worth,N,No,20,WeareA2B,Standard,medium,medium,$60.34,$45.26,$15.08,525 Kedzie Street,QLD,Australia,32,
3857,Tanner,McCuthais,Male,64,11/26/1985,Structural Engineer,Financial Services,Mass Customer,N,Yes,10,Trek Bicycles,Standard,medium,large,"$1,469.44",$596.55,$872.89,4709 Cardinal Hill,NSW,Australia,32,
2210,Kirby,Cameron,Male,16,11/24/1985,Registered Nurse,Health,High Net Worth,N,No,5,Norco Bicycles,Standard,high,small,"$1,661.92","$1,479.11",$182.81,58211 Surrey Crossing,NSW,Australia,32,
2108,Michel,O'Halligan,Female,41,11/24/1985,Software Test Engineer IV,Property,Mass Customer,N,Yes,18,Trek Bicycles,Standard,medium,large,"$1,469.44",$596.55,$872.89,60911 Almo Point,NSW,Australia,32,
263,Tonia,Leigh,Female,89,11/19/1985,Dental Hygienist,Health,High Net Worth,N,No,7,WeareA2B,Touring,medium,large,"$1,362.99",$57.74,"$1,305.25",6 Canary Plaza,NSW,Australia,32,
2780,Papageno,Beare,Male,77,11/16/1985,Actuary,Financial Services,Affluent Customer,N,Yes,16,Solex,Standard,medium,medium,"$1,577.53",$826.51,$751.02,8 Dixon Parkway,NSW,Australia,32,
937,Nikolos,McKyrrelly,Male,65,11/15/1985,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,15,Solex,Standard,medium,medium,$100.35,$75.26,$25.09,8 Talisman Avenue,NSW,Australia,32,
1576,Reube,Roscrigg,Male,77,11/10/1985,VP Marketing,Financial Services,Mass Customer,N,No,20,Trek Bicycles,Standard,high,medium,$495.72,$297.43,$198.29,88175 Center Road,NSW,Australia,32,
2175,Elvyn,Bullas,Male,23,11/1/1985,Web Developer III,Health,Mass Customer,N,No,13,Norco Bicycles,Road,medium,medium,$543.39,$407.54,$135.85,3 Moulton Lane,NSW,Australia,32,
2878,Sauveur,Skeel,Male,73,10/31/1985,Analog Circuit Design manager,Property,Mass Customer,N,Yes,9,Solex,Road,medium,small,"$1,703.52","$1,516.13",$187.39,6 Graceland Court,QLD,Australia,32,
114,Sunny,Swindells,Female,10,10/23/1985,Teacher,Entertainment,Affluent Customer,N,No,8,WeareA2B,Touring,medium,large,"$1,362.99",$57.74,"$1,305.25",22779 Graedel Road,QLD,Australia,32,
1081,Marga,Cradduck,Female,25,10/21/1985,Social Worker,Health,Mass Customer,N,No,16,WeareA2B,Standard,medium,medium,"$1,992.93",$762.63,"$1,230.30",5 Farmco Junction,QLD,Australia,32,
2853,Clarence,Flook,Male,65,10/21/1985,Executive Secretary,Retail,High Net Worth,N,Yes,7,Norco Bicycles,Standard,low,medium,$363.01,$290.41,$72.60,97 Karstens Place,QLD,Australia,32,
1943,Armstrong,Style,Male,35,10/3/1985,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,13,Trek Bicycles,Mountain,low,medium,$574.64,$459.71,$114.93,083 Farragut Avenue,NSW,Australia,32,
3475,Correna,Goldsberry,Female,12,8/31/1985,Director of Sales,Retail,Affluent Customer,N,No,3,Trek Bicycles,Road,low,medium,$980.37,$234.43,$745.94,27135 Melvin Plaza,QLD,Australia,32,
517,Iona,Fidgeon,Female,73,8/20/1985,Chief Design Engineer,Property,Mass Customer,N,Yes,3,Giant Bicycles,Standard,medium,large,"$1,765.30",$709.48,"$1,055.82",5 Hauk Way,QLD,Australia,32,
382,Issiah,Fardell,Male,68,8/14/1985,Research Nurse,Health,Mass Customer,N,Yes,7,Giant Bicycles,Road,medium,medium,$792.90,$594.68,$198.22,94 Anhalt Way,VIC,Australia,32,
1632,Orbadiah,Kennicott,Male,43,8/12/1985,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3,Norco Bicycles,Standard,high,medium,"$1,148.64",$689.18,$459.46,3831 Paget Road,VIC,Australia,32,
3016,Forster,Bumford,Male,25,8/11/1985,Analog Circuit Design manager,Financial Services,High Net Worth,N,No,11,OHM Cycles,Standard,medium,medium,"$1,636.90",$44.71,"$1,592.19",98 Sutteridge Point,VIC,Australia,32,
3991,Rolph,Sweetnam,Male,61,8/6/1985,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,13,Trek Bicycles,Standard,medium,large,"$2,091.47",$388.92,"$1,702.55",9248 Sugar Terrace,NSW,Australia,32,
1132,Coriss,Darkott,Female,99,8/1/1985,Actuary,Financial Services,Affluent Customer,N,Yes,9,Trek Bicycles,Standard,medium,large,"$1,469.44",$596.55,$872.89,363 Schiller Court,NSW,Australia,32,
3875,Berti,Arnould,Male,2,7/27/1985,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5,Norco Bicycles,Standard,medium,medium,$360.40,$270.30,$90.10,439 Ridgeway Court,QLD,Australia,32,
783,Rudd,Strangeways,Male,6,7/25/1985,Information Systems Manager,Retail,Affluent Customer,N,No,14,Trek Bicycles,Standard,medium,small,"$1,386.84","$1,234.29",$152.55,15 Shelley Hill,NSW,Australia,32,
1475,Aristotle,Jess,Male,41,7/21/1985,Recruiting Manager,Retail,Affluent Customer,N,Yes,7,WeareA2B,Standard,low,medium,$642.31,$513.85,$128.46,0693 Eagan Court,QLD,Australia,32,
129,Weidar,Silkstone,Male,64,7/20/1985,Financial Advisor,Financial Services,High Net Worth,N,Yes,19,WeareA2B,Standard,medium,medium,$60.34,$45.26,$15.08,35 Lakewood Gardens Junction,VIC,Australia,32,
1011,Cymbre,Janos,Female,42,7/19/1985,Occupational Therapist,Health,High Net Worth,N,Yes,10,Giant Bicycles,Standard,medium,medium,"$1,403.50",$954.82,$448.68,9 Sugar Junction,QLD,Australia,32,
2739,Alair,Cullingford,Male,48,7/18/1985,Mechanical Systems Engineer,Health,High Net Worth,N,Yes,15,Norco Bicycles,Road,medium,medium,$543.39,$407.54,$135.85,0278 Elka Place,QLD,Australia,32,
2547,Aili,Scruby,Female,91,7/8/1985,Social Worker,Health,Mass Customer,N,Yes,14,Norco Bicycles,Standard,medium,small,"$1,216.14","$1,082.36",$133.78,0346 Dayton Hill,NSW,Australia,32,
549,Abrahan,Luckman,Male,84,6/15/1985,Human Resources Manager,Retail,Mass Customer,N,Yes,2,Trek Bicycles,Standard,medium,large,"$2,091.47",$388.92,"$1,702.55",8 Heffernan Crossing,NSW,Australia,32,
3140,Britt,Muddimer,Female,2,6/11/1985,Legal Assistant,Manufacturing,High Net Worth,N,No,16,Norco Bicycles,Standard,medium,medium,"$1,198.46",$381.10,$817.36,3 Delladonna Street,QLD,Australia,32,
2397,Cassius,Birchenough,Male,33,6/10/1985,Analyst Programmer,Retail,Affluent Customer,N,Yes,4,WeareA2B,Standard,low,medium,$642.31,$513.85,$128.46,98 Service Court,NSW,Australia,32,
1600,Priscella,Stathers,Female,20,5/21/1985,Senior Financial Analyst,Financial Services,High Net Worth,N,No,2,OHM Cycles,Road,medium,small,"$1,810.00","$1,610.90",$199.10,309 Shopko Center,QLD,Australia,32,
287,Hannie,Wodham,Female,41,5/6/1985,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,4,Solex,Standard,medium,medium,"$1,483.20",$99.59,"$1,383.61",8 Bobwhite Court,VIC,Australia,32,
3402,Krystyna,Scadden,Female,73,5/4/1985,Statistician II,Retail,Mass Customer,N,No,10,Norco Bicycles,Standard,medium,small,$586.45,$521.94,$64.51,04488 Amoth Parkway,NSW,Australia,32,
2319,David,Darrigrand,Male,63,5/3/1985,Librarian,Entertainment,High Net Worth,N,No,18,Solex,Standard,medium,medium,$575.27,$431.45,$143.82,575 Prentice Road,NSW,Australia,32,
2569,Sig,Sellan,Male,62,5/3/1985,VP Quality Control,Retail,Mass Customer,N,No,16,Trek Bicycles,Road,low,medium,$980.37,$234.43,$745.94,5086 Meadow Ridge Circle,VIC,Australia,32,
1830,Nathan,Antognazzi,Male,98,4/30/1985,Software Consultant,Manufacturing,High Net Worth,N,No,12,Giant Bicycles,Road,low,small,$590.26,$525.33,$64.93,68294 Clarendon Crossing,NSW,Australia,32,
138,Onofredo,Franc,Male,5,4/28/1985,Recruiter,Financial Services,Affluent Customer,N,Yes,13,Norco Bicycles,Road,medium,medium,"$1,036.59",$206.35,$830.24,3828 Norway Maple Avenue,NSW,Australia,32,
1738,Frankie,Seydlitz,Male,39,4/24/1985,Engineer II,Argiculture,High Net Worth,N,Yes,14,Solex,Standard,medium,medium,"$1,945.43",$333.18,"$1,612.25",3242 Arizona Junction,QLD,Australia,32,
2932,Bradly,Deboick,Male,4,4/18/1985,Account Representative I,IT,Mass Customer,N,No,17,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,$709.34,831 Hayes Park,QLD,Australia,32,
3247,Bellanca,Raymond,Female,0,4/9/1985,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5,OHM Cycles,Road,high,large,$12.01,$7.21,$4.80,0 Waubesa Alley,NSW,Australia,32,
146,Ricoriki,Matlock,Male,34,4/8/1985,Quality Control Specialist,Manufacturing,Mass Customer,N,No,8,WeareA2B,Touring,medium,large,"$1,890.39",$260.14,"$1,630.25",81942 Scott Street,NSW,Australia,32,
78,Arch,Van der Kruis,Male,37,3/12/1985,Business Systems Development Analyst,Argiculture,Affluent Customer,N,No,8,Giant Bicycles,Standard,high,medium,"$1,274.93",$764.96,$509.97,37258 Stephen Place,QLD,Australia,32,
1381,Ellary,Ramsey,Male,79,3/11/1985,Engineer IV,Manufacturing,Affluent Customer,N,Yes,15,Trek Bicycles,Road,low,medium,$980.37,$234.43,$745.94,949 Marquette Avenue,VIC,Australia,32,
2733,Jordanna,Skyme,Female,89,3/7/1985,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,17,Solex,Standard,medium,large,"$1,071.23",$380.74,$690.49,743 Stone Corner Parkway,QLD,Australia,32,
2119,Dorise,Bellon,Female,51,3/1/1985,Senior Cost Accountant,Financial Services,Mass Customer,N,No,17,Solex,Standard,low,medium,"$1,289.85",$74.51,"$1,215.34",8890 Golden Leaf Street,NSW,Australia,32,
3559,Farra,Bails,Female,80,2/19/1985,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,17,Trek Bicycles,Standard,medium,medium,$499.53,$388.72,$110.81,432 Longview Circle,VIC,Australia,32,
367,Katrinka,Sturrock,Female,93,2/17/1985,Programmer II,Manufacturing,Mass Customer,N,Yes,12,Solex,Touring,medium,large,"$2,083.94",$675.03,"$1,408.91",188 Carberry Point,QLD,Australia,32,
506,Brett,Scrancher,Female,43,2/14/1985,Health Coach II,Retail,Mass Customer,N,No,21,Trek Bicycles,Road,medium,large,"$1,894.19",$598.76,"$1,295.43",38 Valley Edge Plaza,VIC,Australia,32,
310,Myranda,Clowser,Female,0,2/13/1985,Account Coordinator,Financial Services,Mass Customer,N,Yes,18,Trek Bicycles,Standard,high,medium,$495.72,$297.43,$198.29,3743 Melody Avenue,VIC,Australia,32,
2753,Bale,Ney,Male,26,2/12/1985,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7,Giant Bicycles,Standard,medium,medium,$642.70,$211.37,$431.33,95294 Karstens Park,NSW,Australia,32,
2132,Davina,Dougary,Female,16,2/2/1985,Human Resources Manager,Financial Services,High Net Worth,N,Yes,22,Norco Bicycles,Standard,medium,medium,$360.40,$270.30,$90.10,4222 Porter Lane,VIC,Australia,32,
71,Hoyt,Glavias,Male,30,1/27/1985,Research Associate,Argiculture,Affluent Customer,N,Yes,12,WeareA2B,Standard,medium,medium,"$1,231.15",$161.60,"$1,069.55",66 Hudson Crossing,NSW,Australia,32,
2983,Hilario,Magrane,Male,2,1/26/1985,Human Resources Manager,Retail,Mass Customer,N,Yes,17,WeareA2B,Standard,medium,medium,"$1,228.07",$400.91,$827.16,373 Oak Valley Avenue,NSW,Australia,32,
2821,Fairlie,Alasdair,Male,13,1/23/1985,Human Resources Assistant III,Property,Affluent Customer,N,No,11,Giant Bicycles,Standard,high,medium,"$1,179.00",$707.40,$471.60,2294 Pleasure Place,NSW,Australia,32,
2309,Herc,McIlhone,Male,40,1/13/1985,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,14,WeareA2B,Standard,medium,medium,"$1,292.84",$13.44,"$1,279.40",1301 Northwestern Place,NSW,Australia,32,
3175,Alphard,Cradduck,Male,82,12/30/1984,Operator,Health,Mass Customer,N,No,16,WeareA2B,Standard,medium,medium,"$1,065.03",$230.09,$834.94,2 East Circle,NSW,Australia,33,
1909,Drucill,Laurand,Female,32,12/11/1984,Research Assistant II,Argiculture,Affluent Customer,N,Yes,13,Solex,Standard,medium,medium,$575.27,$431.45,$143.82,12 Redwing Street,NSW,Australia,33,
3623,Oren,Barwack,Male,56,11/25/1984,Senior Quality Engineer,Manufacturing,Affluent Customer,N,Yes,15,OHM Cycles,Standard,high,medium,$227.88,$136.73,$91.15,34457 Springview Street,NSW,Australia,33,
329,Garvy,Berthel,Male,25,11/20/1984,Account Representative IV,Entertainment,High Net Worth,N,Yes,12,WeareA2B,Standard,medium,medium,"$1,769.64",$108.76,"$1,660.88",0 Northport Court,QLD,Australia,33,
445,Timothy,Wenham,Male,91,11/13/1984,Executive Secretary,Financial Services,Mass Customer,N,No,5,Trek Bicycles,Standard,medium,small,"$1,386.84","$1,234.29",$152.55,359 Briar Crest Road,NSW,Australia,33,
90,Cary,Garron,Male,76,11/12/1984,Quality Control Specialist,Manufacturing,Mass Customer,N,No,11,Trek Bicycles,Standard,medium,small,"$1,775.81","$1,580.47",$195.34,341 Saint Paul Lane,NSW,Australia,33,
2166,Mareah,Woodnutt,Female,78,11/9/1984,Nurse,Property,Mass Customer,N,No,16,WeareA2B,Standard,medium,medium,"$1,228.07",$400.91,$827.16,86 Hansons Parkway,NSW,Australia,33,
3870,Fidelia,Cess,Female,31,10/13/1984,Social Worker,Health,Mass Customer,N,No,5,OHM Cycles,Road,medium,small,"$1,810.00","$1,610.90",$199.10,532 Emmet Way,NSW,Australia,33,
1311,Sharona,Cunah,Female,89,10/6/1984,VP Accounting,Financial Services,Mass Customer,N,Yes,13,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,$709.34,067 Cottonwood Park,QLD,Australia,33,
1630,Sonni,Lindstedt,Female,63,9/16/1984,Professor,Manufacturing,Mass Customer,N,No,16,Giant Bicycles,Standard,medium,small,"$1,311.44","$1,167.18",$144.26,2 Moulton Drive,NSW,Australia,33,
915,Austina,Orrice,Female,17,9/7/1984,Budget/Accounting Analyst IV,Entertainment,Mass Customer,N,No,7,Giant Bicycles,Road,low,small,$590.26,$525.33,$64.93,9 Shelley Center,NSW,Australia,33,
307,Ruben,Handlin,Male,55,8/18/1984,Clinical Specialist,Health,Affluent Customer,N,Yes,12,Trek Bicycles,Standard,medium,small,"$1,386.84","$1,234.29",$152.55,5998 Bayside Terrace,NSW,Australia,33,
3965,Susannah,Dumphy,Female,39,7/24/1984,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,13,Norco Bicycles,Mountain,low,small,$688.63,$612.88,$75.75,2826 Huxley Center,VIC,Australia,33,
2305,Aeriell,Greeding,Female,91,7/9/1984,Chief Design Engineer,Financial Services,Affluent Customer,N,Yes,13,Trek Bicycles,Road,medium,large,"$1,894.19",$598.76,"$1,295.43",44 Ramsey Road,NSW,Australia,33,
1772,Michael,Foulis,Male,98,7/7/1984,Financial Analyst,Financial Services,High Net Worth,N,Yes,14,Giant Bicycles,Standard,medium,small,"$1,311.44","$1,167.18",$144.26,55 Daystar Court,NSW,Australia,33,
2045,Hermina,Franzel,Female,15,7/3/1984,VP Sales,Financial Services,High Net Worth,N,No,15,Solex,Standard,medium,large,$202.62,$151.96,$50.66,57953 Drewry Street,NSW,Australia,33,
3463,Fletch,Durrett,Male,7,6/15/1984,Compensation Analyst,Financial Services,Affluent Customer,N,No,2,Trek Bicycles,Standard,high,medium,$495.72,$297.43,$198.29,9 Melby Park,NSW,Australia,33,
2936,Pavia,Gethen,Female,23,5/20/1984,Project Manager,Financial Services,Mass Customer,N,Yes,11,WeareA2B,Standard,medium,medium,"$1,231.15",$161.60,"$1,069.55",9 Goodland Center,QLD,Australia,33,
2262,Nyssa,Banister,Female,90,4/21/1984,Pharmacist,Health,Mass Customer,N,Yes,2,Trek Bicycles,Standard,medium,large,"$1,469.44",$596.55,$872.89,9674 Graceland Junction,VIC,Australia,33,
